time_s,smoothed_fps,fps_inst,n,width,height,palette,vsync
0.050,3.165,3.165,1400,1512,982,ocean,0
0.214,9.918,27.105,1400,1512,982,ocean,0
0.418,15.757,18.943,1400,1512,982,ocean,0
0.618,19.604,26.047,1400,1512,982,ocean,0
0.837,23.336,28.502,1400,1512,982,ocean,0
1.037,26.515,30.357,1400,1512,982,ocean,0
1.260,29.056,31.639,1400,1512,982,ocean,0
1.494,29.540,28.926,1400,1512,982,ocean,0
1.725,29.942,30.317,1400,1512,982,ocean,0
1.954,30.247,30.690,1400,1512,982,ocean,0
2.165,29.600,29.687,1400,1512,982,ocean,0
2.365,29.848,30.478,1400,1512,982,ocean,0
2.591,30.442,31.617,1400,1512,982,ocean,0
2.822,30.385,30.751,1400,1512,982,ocean,0
3.051,30.478,30.328,1400,1512,982,ocean,0
3.282,30.360,29.871,1400,1512,982,ocean,0
3.513,30.259,29.840,1400,1512,982,ocean,0
3.744,30.287,30.189,1400,1512,982,ocean,0
3.975,30.283,29.855,1400,1512,982,ocean,0
4.207,30.243,30.062,1400,1512,982,ocean,0
4.409,29.961,29.758,1400,1512,982,ocean,0
4.611,29.869,29.723,1400,1512,982,ocean,0
4.810,29.954,29.556,1400,1512,982,ocean,0
5.044,29.970,29.547,1400,1512,982,ocean,0
5.274,30.218,30.692,1400,1512,982,ocean,0
5.504,30.301,30.389,1400,1512,982,ocean,0
5.733,30.467,30.435,1400,1512,982,ocean,0
5.957,30.889,31.965,1400,1512,982,ocean,0
6.180,31.121,30.786,1400,1512,982,ocean,0
6.388,30.115,29.813,1400,1512,982,ocean,0
6.615,30.425,30.808,1400,1512,982,ocean,0
6.846,30.373,30.422,1400,1512,982,ocean,0
7.072,30.714,31.163,1400,1512,982,ocean,0
7.295,31.062,31.528,1400,1512,982,ocean,0
7.525,30.707,29.985,1400,1512,982,ocean,0
7.758,30.341,29.317,1400,1512,982,ocean,0
7.958,30.186,30.025,1400,1512,982,ocean,0
8.160,30.022,29.665,1400,1512,982,ocean,0
8.366,29.591,28.529,1400,1512,982,ocean,0
8.567,29.677,29.728,1400,1512,982,ocean,0
8.770,29.649,29.536,1400,1512,982,ocean,0
8.972,29.651,29.143,1400,1512,982,ocean,0
9.174,29.656,29.328,1400,1512,982,ocean,0
9.383,29.304,29.415,1400,1512,982,ocean,0
9.593,28.859,27.307,1400,1512,982,ocean,0
9.803,28.787,29.456,1400,1512,982,ocean,0
10.009,28.921,28.959,1400,1512,982,ocean,0
10.212,29.198,29.560,1400,1512,982,ocean,0
10.444,29.730,30.684,1400,1512,982,ocean,0
10.650,29.432,29.394,1400,1512,982,ocean,0
10.881,29.894,30.555,1400,1512,982,ocean,0
11.081,29.974,29.136,1400,1512,982,ocean,0
11.313,30.040,29.612,1400,1512,982,ocean,0
11.541,30.423,30.863,1400,1512,982,ocean,0
