time_s,smoothed_fps,fps_inst,n,width,height,palette,vsync
26.154,30.490,30.486,1400,1512,982,ocean,0
26.382,30.612,31.038,1400,1512,982,ocean,0
26.610,30.651,30.928,1400,1512,982,ocean,0
26.836,30.848,31.397,1400,1512,982,ocean,0
27.061,30.984,31.144,1400,1512,982,ocean,0
27.286,31.047,31.346,1400,1512,982,ocean,0
27.514,30.907,31.155,1400,1512,982,ocean,0
27.746,30.482,29.643,1400,1512,982,ocean,0
27.976,30.509,30.828,1400,1512,982,ocean,0
28.204,30.534,29.314,1400,1512,982,ocean,0
28.434,30.485,29.884,1400,1512,982,ocean,0
28.634,30.266,30.242,1400,1512,982,ocean,0
28.867,30.092,28.861,1400,1512,982,ocean,0
29.075,29.504,28.875,1400,1512,982,ocean,0
29.284,29.108,24.544,1400,1512,982,ocean,0
29.492,29.039,29.206,1400,1512,982,ocean,0
29.695,29.305,29.753,1400,1512,982,ocean,0
